fluxdate    fluxtime    fluxjulian    fluxcarrington  fluxobsflux  fluxadjflux  fluxursi  
20120624    200000      2456103.322   2125.122        0085.3       0088.1       0079.3    
20120624    230000      2456103.447   2125.126        0086.5       0089.4       0080.4    
20120625    170000      2456104.197   2125.154        0089.6       0092.6       0083.4    
20120625    200000      2456104.322   2125.158        0088.6       0091.5       0082.4    
20120625    230000      2456104.447   2125.163        0091.5       0094.6       0085.1    
20120626    170000      2456105.197   2125.190        0096.1       0099.3       0089.3    
20120626    200000      2456105.322   2125.195        0099.2       0102.5       0092.3    
20120626    230000      2456105.447   2125.200        0098.8       0102.1       0091.9    
20120627    170000      2456106.197   2125.227        0105.6       0109.1       0098.2    
20120627    200000      2456106.322   2125.232        0106.3       0109.9       0098.9    
20120627    230000      2456106.447   2125.236        0108.1       0111.7       0100.6    
20120628    170000      2456107.197   2125.264        0111.2       0114.9       0103.4    
20120628    200000      2456107.322   2125.268        0119.7       0123.7       0111.3    
20120628    230000      2456107.447   2125.273        0115.6       0119.5       0107.5    
20120629    170000      2456108.197   2125.300        0118.8       0122.7       0110.5    
20120629    200000      2456108.322   2125.305        0117.4       0121.3       0109.2    
20120629    230000      2456108.447   2125.310        0118.4       0122.4       0110.2    
20120630    170000      2456109.197   2125.337        0119.9       0124.0       0111.6    
20120630    200000      2456109.322   2125.342        0124.0       0128.2       0115.4    
20120630    230000      2456109.447   2125.346        0124.0       0128.2       0115.4    
20120701    170000      2456110.197   2125.374        0133.5       0138.0       0124.2    
20120701    200000      2456110.322   2125.378        0133.4       0137.9       0124.1    
20120701    230000      2456110.447   2125.383        0131.8       0136.3       0122.6    
20120702    170000      2456111.197   2125.410        0140.2       0144.9       0130.4    
20120702    200000      2456111.322   2125.415        0165.9       0171.4       0154.3    
20120702    230000      2456111.447   2125.420        0137.4       0142.0       0127.8    
20120703    170000      2456112.197   2125.447        0148.3       0153.3       0138.0    
20120703    200000      2456112.322   2125.452        0145.8       0150.7       0135.7    
20120703    230000      2456112.447   2125.456        0147.8       0152.7       0137.5    
20120704    170000      2456113.197   2125.484        0149.2       0154.2       0138.8    
20120704    200000      2456113.322   2125.488        0163.2       0168.6       0151.8    
20120704    230000      2456113.447   2125.493        0147.6       0152.5       0137.3    
20120705    170000      2456114.197   2125.520        0150.8       0155.9       0140.3    
20120705    200000      2456114.322   2125.525        0164.6       0170.1       0153.1    
20120705    230000      2456114.447   2125.530        0155.7       0160.9       0144.8    
20120706    170000      2456115.197   2125.557        0158.9       0164.2       0147.8    
20120706    200000      2456115.322   2125.562        0157.7       0163.0       0146.7    
20120706    230000      2456115.447   2125.566        0167.8       0173.4       0156.1    
20120707    170000      2456116.197   2125.594        0157.2       0162.4       0146.2    
20120707    200000      2456116.322   2125.598        0158.4       0163.7       0147.4    
20120707    230000      2456116.447   2125.603        0160.0       0165.4       0148.8    
20120708    170000      2456117.197   2125.630        0181.2       0187.3       0168.6    
20120708    200000      2456117.322   2125.635        0177.7       0183.7       0165.3    
20120708    230000      2456117.447   2125.640        0183.1       0189.2       0170.3    
20120709    170000      2456118.197   2125.667        0178.3       0184.3       0165.9    
20120709    200000      2456118.322   2125.672        0173.8       0179.6       0161.6    
20120709    230000      2456118.447   2125.676        0175.0       0180.9       0162.8    
20120710    170000      2456119.197   2125.704        0175.7       0181.5       0163.4    
20120710    200000      2456119.322   2125.708        0173.4       0179.2       0161.3    
20120710    230000      2456119.447   2125.713        0171.4       0177.2       0159.4    
20120711    170000      2456120.197   2125.740        0163.1       0168.6       0151.7    
20120711    200000      2456120.322   2125.745        0161.7       0167.1       0150.4    
20120711    230000      2456120.447   2125.750        0174.1       0179.9       0162.0    
20120712    170000      2456121.197   2125.777        0389.4       0402.4       0362.2    
20120712    200000      2456121.322   2125.782        0165.4       0170.9       0153.8    
20120712    230000      2456121.447   2125.786        0153.4       0158.5       0142.7    
20120713    170000      2456122.197   2125.814        0147.6       0152.5       0137.3    
20120713    200000      2456122.322   2125.818        0147.2       0152.1       0136.9    
20120713    230000      2456122.447   2125.823        0149.3       0154.3       0138.9    
20120714    170000      2456123.197   2125.850        0150.5       0155.5       0140.0    
20120714    200000      2456123.322   2125.855        0147.9       0152.8       0137.6    
20120714    230000      2456123.447   2125.860        0149.0       0154.0       0138.6    
20120715    170000      2456124.197   2125.887        0142.3       0147.0       0132.3    
20120715    200000      2456124.322   2125.892        0140.5       0145.1       0130.6    
20120715    230000      2456124.447   2125.896        0137.6       0142.1       0127.9    
20120716    170000      2456125.197   2125.924        0137.9       0142.5       0128.2    
20120716    200000      2456125.322   2125.928        0154.4       0159.5       0143.6    
20120716    230000      2456125.447   2125.933        0131.5       0135.8       0122.2    
20120717    170000      2456126.197   2125.960        0156.9       0162.0       0145.8    
20120717    200000      2456126.322   2125.965        0127.5       0131.7       0118.6    
20120717    230000      2456126.447   2125.970        0122.2       0126.2       0113.6    
20120718    170000      2456127.197   2125.997        0110.1       0113.8       0102.4    
20120718    200000      2456127.322   2126.002        0109.5       0113.1       0101.8    
20120718    230000      2456127.447   2126.006        0109.4       0113.0       0101.7    
20120719    170000      2456128.197   2126.034        0102.9       0106.3       0095.6    
20120719    200000      2456128.322   2126.038        0100.0       0103.2       0092.9    
20120719    230000      2456128.447   2126.043        0099.1       0102.3       0092.1    
20120720    170000      2456129.197   2126.070        0092.7       0095.7       0086.1    
20120720    200000      2456129.322   2126.075        0092.3       0095.3       0085.8    
20120720    230000      2456129.447   2126.080        0089.6       0092.6       0083.3    
20120721    170000      2456130.197   2126.107        0089.4       0092.3       0083.0    
20120721    200000      2456130.322   2126.112        0089.9       0092.8       0083.6    
20120721    230000      2456130.447   2126.116        0090.3       0093.2       0083.9    
20120722    170000      2456131.197   2126.144        0093.7       0096.7       0087.0    
20120722    200000      2456131.322   2126.148        0093.7       0096.7       0087.0    
20120722    230000      2456131.447   2126.153        0094.4       0097.4       0087.7    
20120723    170000      2456132.197   2126.180        0096.3       0099.3       0089.4    
20120723    200000      2456132.322   2126.185        0096.7       0099.8       0089.8    
20120723    230000      2456132.447   2126.190        0098.7       0101.8       0091.6    
20120724    170000      2456133.197   2126.217        0099.4       0102.5       0092.3    
20120724    200000      2456133.322   2126.222        0102.4       0105.7       0095.1    
20120724    230000      2456133.447   2126.226        0099.3       0102.4       0092.2    
20120725    170000      2456134.197   2126.254        0104.6       0107.9       0097.1    
20120725    200000      2456134.322   2126.258        0105.4       0108.7       0097.8    
20120725    230000      2456134.447   2126.263        0107.6       0110.9       0099.9    
20120726    170000      2456135.197   2126.290        0113.1       0116.6       0105.0    
20120726    200000      2456135.322   2126.295        0114.7       0118.3       0106.4    
20120726    230000      2456135.447   2126.300        0115.0       0118.6       0106.7    
20120727    170000      2456136.197   2126.327        0125.4       0129.3       0116.4    
20120727    200000      2456136.322   2126.332        0123.3       0127.1       0114.4    
20120727    230000      2456136.447   2126.336        0123.2       0127.0       0114.3    
20120728    170000      2456137.197   2126.364        0129.8       0133.8       0120.5    
20120728    200000      2456137.322   2126.368        0126.6       0130.5       0117.5    
20120728    230000      2456137.447   2126.373        0129.5       0133.5       0120.1    
20120729    170000      2456138.197   2126.400        0129.5       0133.4       0120.1    
20120729    200000      2456138.322   2126.405        0131.4       0135.4       0121.9    
20120729    230000      2456138.447   2126.410        0130.9       0134.9       0121.4    
20120730    170000      2456139.197   2126.437        0135.2       0139.3       0125.4    
20120730    200000      2456139.322   2126.442        0136.0       0140.1       0126.1    
20120730    230000      2456139.447   2126.446        0134.9       0139.0       0125.1    
20120731    170000      2456140.197   2126.474        0137.3       0141.5       0127.3    
20120731    200000      2456140.322   2126.478        0139.8       0144.0       0129.6    
20120731    230000      2456140.447   2126.483        0140.9       0145.1       0130.6    
20120801    170000      2456141.197   2126.510        0141.8       0146.0       0131.4    
20120801    200000      2456141.322   2126.515        0150.1       0154.6       0139.1    
20120801    230000      2456141.447   2126.520        0136.4       0140.5       0126.4    
20120802    170000      2456142.197   2126.547        0137.2       0141.3       0127.1    
20120802    200000      2456142.322   2126.552        0134.6       0138.6       0124.8    
20120802    230000      2456142.447   2126.556        0134.1       0138.1       0124.3    
20120803    170000      2456143.197   2126.584        0138.2       0142.2       0128.0    
20120803    200000      2456143.322   2126.588        0139.7       0143.8       0129.4    
20120803    230000      2456143.447   2126.593        0136.3       0140.3       0126.3    
20120804    170000      2456144.197   2126.620        0146.8       0151.1       0136.0    
20120804    200000      2456144.322   2126.625        0138.7       0142.7       0128.4    
20120804    230000      2456144.447   2126.630        0135.5       0139.4       0125.5    
20120805    170000      2456145.197   2126.657        0133.0       0136.8       0123.2    
20120805    200000      2456145.322   2126.662        0134.0       0137.9       0124.1    
20120805    230000      2456145.447   2126.666        0132.9       0136.7       0123.1    
20120806    170000      2456146.197   2126.694        0133.1       0136.9       0123.2    
20120806    200000      2456146.322   2126.698        0134.1       0137.9       0124.1    
20120806    230000      2456146.447   2126.703        0132.4       0136.2       0122.6    
20120807    170000      2456147.197   2126.730        0130.1       0133.8       0120.4    
20120807    200000      2456147.322   2126.735        0128.5       0132.1       0118.9    
20120807    230000      2456147.447   2126.740        0130.5       0134.1       0120.7    
20120808    170000      2456148.197   2126.767        0134.3       0138.0       0124.2    
20120808    200000      2456148.322   2126.772        0133.3       0137.0       0123.3    
20120808    230000      2456148.447   2126.776        0136.0       0139.8       0125.8    
20120809    170000      2456149.197   2126.804        0131.8       0135.5       0121.9    
20120809    200000      2456149.322   2126.808        0131.2       0134.8       0121.4    
20120809    230000      2456149.447   2126.813        0127.7       0131.2       0118.1    
20120810    170000      2456150.197   2126.840        0124.6       0128.0       0115.2    
20120810    200000      2456150.322   2126.845        0125.4       0128.8       0115.9    
20120810    230000      2456150.447   2126.849        0120.7       0124.0       0111.6    
20120811    170000      2456151.197   2126.877        0125.8       0129.2       0116.3    
20120811    200000      2456151.322   2126.882        0119.7       0123.0       0110.7    
20120811    230000      2456151.447   2126.886        0115.3       0118.4       0106.6    
20120812    170000      2456152.197   2126.914        0113.7       0116.7       0105.0    
20120812    200000      2456152.322   2126.918        0112.3       0115.3       0103.7    
20120812    230000      2456152.447   2126.923        0111.6       0114.6       0103.1    
20120813    170000      2456153.197   2126.950        0109.0       0111.8       0100.6    
20120813    200000      2456153.322   2126.955        0108.1       0110.9       0099.8    
20120813    230000      2456153.447   2126.959        0106.9       0109.7       0098.7    
20120814    170000      2456154.197   2126.987        0105.5       0108.2       0097.4    
20120814    200000      2456154.322   2126.992        0105.8       0108.5       0097.7    
20120814    230000      2456154.447   2126.996        0110.3       0113.2       0101.9    
20120815    170000      2456155.197   2127.024        0101.7       0104.3       0093.9    
20120815    200000      2456155.322   2127.028        0100.7       0103.2       0092.9    
20120815    230000      2456155.447   2127.033        0100.0       0102.6       0092.3    
20120816    170000      2456156.197   2127.060        0095.8       0098.2       0088.4    
20120816    200000      2456156.322   2127.065        0098.3       0100.8       0090.7    
20120816    230000      2456156.447   2127.069        0098.0       0100.5       0090.5    
20120817    170000      2456157.197   2127.097        0104.9       0107.5       0096.8    
20120817    200000      2456157.322   2127.102        0095.1       0097.5       0087.7    
20120817    230000      2456157.447   2127.106        0095.4       0097.7       0088.0    
20120818    170000      2456158.197   2127.134        0095.9       0098.2       0088.4    
20120818    200000      2456158.322   2127.138        0097.0       0099.4       0089.4    
20120818    230000      2456158.447   2127.143        0098.1       0100.4       0090.4    
20120819    170000      2456159.197   2127.170        0096.4       0098.7       0088.9    
20120819    200000      2456159.322   2127.175        0096.2       0098.5       0088.6    
20120819    230000      2456159.447   2127.179        0097.5       0099.8       0089.9    
20120820    170000      2456160.197   2127.207        0096.9       0099.1       0089.2    
20120820    200000      2456160.322   2127.212        0096.2       0098.5       0088.7    
20120820    230000      2456160.447   2127.216        0095.5       0097.7       0087.9    
20120821    170000      2456161.197   2127.244        0094.7       0096.9       0087.2    
20120821    200000      2456161.322   2127.248        0094.2       0096.4       0086.7    
20120821    230000      2456161.447   2127.253        0093.7       0095.8       0086.3    
20120822    170000      2456162.197   2127.280        0096.4       0098.6       0088.7    
20120822    200000      2456162.322   2127.285        0094.8       0096.9       0087.2    
20120822    230000      2456162.447   2127.289        0093.9       0096.0       0086.4    
20120823    170000      2456163.197   2127.317        0096.0       0098.1       0088.3    
20120823    200000      2456163.322   2127.322        0096.7       0098.8       0088.9    
20120823    230000      2456163.447   2127.326        0097.1       0099.3       0089.3    
20120824    170000      2456164.197   2127.354        0102.5       0104.7       0094.2    
20120824    200000      2456164.322   2127.358        0104.2       0106.4       0095.8    
20120824    230000      2456164.447   2127.363        0104.1       0106.3       0095.7    
20120825    170000      2456165.197   2127.390        0106.3       0108.6       0097.8    
20120825    200000      2456165.322   2127.395        0105.9       0108.1       0097.3    
20120825    230000      2456165.447   2127.399        0107.1       0109.4       0098.5    
20120826    170000      2456166.197   2127.427        0110.7       0113.1       0101.8    
20120826    200000      2456166.322   2127.432        0113.2       0115.6       0104.0    
20120826    230000      2456166.447   2127.436        0111.1       0113.4       0102.0    
20120827    170000      2456167.197   2127.464        0111.7       0114.0       0102.6    
20120827    200000      2456167.322   2127.468        0111.5       0113.7       0102.4    
20120827    230000      2456167.447   2127.473        0110.9       0113.2       0101.9    
20120828    170000      2456168.197   2127.500        0112.0       0114.2       0102.8    
20120828    200000      2456168.322   2127.505        0111.2       0113.4       0102.0    
20120828    230000      2456168.447   2127.509        0111.7       0113.9       0102.5    
20120829    170000      2456169.197   2127.537        0115.1       0117.4       0105.6    
20120829    200000      2456169.322   2127.542        0118.3       0120.6       0108.6    
20120829    230000      2456169.447   2127.546        0117.4       0119.6       0107.7    
20120830    170000      2456170.197   2127.574        0127.0       0129.4       0116.5    
20120830    200000      2456170.322   2127.578        0127.8       0130.2       0117.2    
20120830    230000      2456170.447   2127.583        0129.0       0131.4       0118.3    
20120831    170000      2456171.197   2127.610        0135.1       0137.6       0123.9    
20120831    200000      2456171.322   2127.615        0130.5       0132.9       0119.6    
20120831    230000      2456171.447   2127.619        0156.8       0159.7       0143.7    
20120901    170000      2456172.197   2127.647        0145.6       0148.2       0133.4    
20120901    200000      2456172.322   2127.652        0145.6       0148.2       0133.4    
20120901    230000      2456172.447   2127.656        0148.2       0150.8       0135.7    
20120902    170000      2456173.197   2127.684        0142.7       0145.2       0130.7    
20120902    200000      2456173.322   2127.688        0142.3       0144.7       0130.3    
20120902    230000      2456173.447   2127.693        0142.2       0144.7       0130.2    
20120903    170000      2456174.197   2127.720        0145.9       0148.4       0133.6    
20120903    200000      2456174.322   2127.725        0141.6       0144.0       0129.6    
20120903    230000      2456174.447   2127.729        0143.5       0146.0       0131.4    
20120904    170000      2456175.197   2127.757        0139.4       0141.7       0127.5    
20120904    200000      2456175.322   2127.761        0137.6       0139.9       0125.9    
20120904    230000      2456175.447   2127.766        0136.3       0138.5       0124.7    
20120905    170000      2456176.197   2127.794        0134.3       0136.5       0122.9    
20120905    200000      2456176.322   2127.798        0132.7       0134.9       0121.4    
20120905    230000      2456176.447   2127.803        0129.6       0131.7       0118.5    
20120906    170000      2456177.197   2127.830        0134.0       0136.1       0122.5    
20120906    200000      2456177.322   2127.835        0128.0       0130.0       0117.0    
20120906    230000      2456177.447   2127.839        0130.1       0132.1       0118.9    
20120907    170000      2456178.197   2127.867        0132.3       0134.3       0120.8    
20120907    200000      2456178.322   2127.871        0133.4       0135.4       0121.9    
20120907    230000      2456178.447   2127.876        0134.0       0136.0       0122.4    
20120908    170000      2456179.197   2127.904        0132.4       0134.4       0120.9    
20120908    200000      2456179.322   2127.908        0128.6       0130.5       0117.4    
20120908    230000      2456179.447   2127.913        0131.4       0133.3       0120.0    
20120909    170000      2456180.197   2127.940        0126.1       0127.8       0115.1    
20120909    200000      2456180.322   2127.945        0123.0       0124.8       0112.3    
20120909    230000      2456180.447   2127.949        0133.0       0134.8       0121.3    
20120910    170000      2456181.197   2127.977        0112.7       0114.2       0102.8    
20120910    200000      2456181.322   2127.981        0111.3       0112.8       0101.5    
20120910    230000      2456181.447   2127.986        0111.0       0112.5       0101.3    
20120911    170000      2456182.197   2128.014        0104.2       0105.6       0095.0    
20120911    200000      2456182.322   2128.018        0105.1       0106.4       0095.8    
20120911    230000      2456182.447   2128.023        0110.5       0111.9       0100.7    
20120912    170000      2456183.197   2128.050        0101.0       0102.3       0092.0    
20120912    200000      2456183.322   2128.055        0102.6       0103.8       0093.5    
20120912    230000      2456183.447   2128.059        0101.7       0103.0       0092.7    
20120913    170000      2456184.197   2128.087        0100.4       0101.6       0091.4    
20120913    200000      2456184.322   2128.091        0099.1       0100.3       0090.3    
20120913    230000      2456184.447   2128.096        0098.9       0100.1       0090.1    
20120914    170000      2456185.197   2128.124        0098.4       0099.6       0089.6    
20120914    200000      2456185.322   2128.128        0100.5       0101.7       0091.5    
20120914    230000      2456185.447   2128.133        0099.8       0100.9       0090.8    
20120915    170000      2456186.197   2128.160        0097.7       0098.8       0088.9    
20120915    200000      2456186.322   2128.165        0097.5       0098.6       0088.7    
20120915    230000      2456186.447   2128.169        0097.3       0098.4       0088.5    
20120916    170000      2456187.197   2128.197        0096.7       0097.7       0088.0    
20120916    200000      2456187.322   2128.201        0097.3       0098.3       0088.5    
20120916    230000      2456187.447   2128.206        0097.5       0098.5       0088.6    
20120917    170000      2456188.197   2128.234        0099.2       0100.1       0090.1    
20120917    200000      2456188.322   2128.238        0101.5       0102.5       0092.2    
20120917    230000      2456188.447   2128.243        0102.5       0103.5       0093.1    
20120918    170000      2456189.197   2128.270        0104.3       0105.3       0094.8    
20120918    200000      2456189.322   2128.275        0104.3       0105.3       0094.8    
20120918    230000      2456189.447   2128.279        0105.3       0106.3       0095.7    
20120919    170000      2456190.197   2128.307        0109.5       0110.5       0099.4    
20120919    200000      2456190.322   2128.311        0109.8       0110.8       0099.7    
20120919    230000      2456190.447   2128.316        0110.7       0111.6       0100.5    
20120920    170000      2456191.197   2128.344        0117.8       0118.8       0106.9    
20120920    200000      2456191.322   2128.348        0117.4       0118.4       0106.5    
20120920    230000      2456191.447   2128.353        0116.7       0117.6       0105.9    
20120921    170000      2456192.197   2128.380        0114.6       0115.5       0104.0    
20120921    200000      2456192.322   2128.385        0116.9       0117.8       0106.0    
20120921    230000      2456192.447   2128.389        0118.6       0119.4       0107.5    
20120922    170000      2456193.197   2128.417        0120.8       0121.7       0109.5    
20120922    200000      2456193.322   2128.421        0124.5       0125.3       0112.8    
20120922    230000      2456193.447   2128.426        0126.6       0127.5       0114.7    
20120923    170000      2456194.197   2128.454        0130.6       0131.4       0118.3    
20120923    200000      2456194.322   2128.458        0133.6       0134.4       0121.0    
20120923    230000      2456194.447   2128.463        0134.1       0135.0       0121.5    
20120924    170000      2456195.197   2128.490        0134.5       0135.3       0121.7    
20120924    200000      2456195.322   2128.495        0136.6       0137.4       0123.7    
20120924    230000      2456195.447   2128.499        0135.7       0136.5       0122.8    
20120925    170000      2456196.197   2128.527        0139.3       0140.0       0126.0    
20120925    200000      2456196.322   2128.531        0139.8       0140.6       0126.5    
20120925    230000      2456196.447   2128.536        0139.0       0139.7       0125.8    
20120926    170000      2456197.197   2128.564        0139.6       0140.3       0126.2    
20120926    200000      2456197.322   2128.568        0139.2       0139.9       0125.9    
20120926    230000      2456197.447   2128.573        0137.7       0138.4       0124.5    
20120927    170000      2456198.197   2128.600        0135.0       0135.6       0122.0    
20120927    200000      2456198.322   2128.605        0133.2       0133.8       0120.4    
20120927    230000      2456198.447   2128.609        0133.2       0133.8       0120.4    
20120928    170000      2456199.197   2128.637        0137.7       0138.2       0124.4    
20120928    200000      2456199.322   2128.641        0137.8       0138.3       0124.4    
20120928    230000      2456199.447   2128.646        0139.8       0140.2       0126.2    
20120929    170000      2456200.197   2128.673        0136.4       0136.8       0123.1    
20120929    200000      2456200.322   2128.678        0136.0       0136.4       0122.8    
20120929    230000      2456200.447   2128.683        0135.7       0136.1       0122.5    
20120930    170000      2456201.197   2128.710        0134.1       0134.5       0121.0    
20120930    200000      2456201.322   2128.715        0135.6       0135.9       0122.3    
20120930    230000      2456201.447   2128.719        0136.0       0136.4       0122.7    
20121001    170000      2456202.197   2128.747        0130.0       0130.3       0117.2    
20121001    200000      2456202.322   2128.751        0128.1       0128.3       0115.5    
20121001    230000      2456202.447   2128.756        0126.1       0126.3       0113.7    
20121002    170000      2456203.197   2128.783        0120.5       0120.7       0108.6    
20121002    200000      2456203.322   2128.788        0118.2       0118.3       0106.5    
20121002    230000      2456203.447   2128.793        0116.6       0116.7       0105.0    
20121003    170000      2456204.197   2128.820        0112.7       0112.8       0101.5    
20121003    200000      2456204.322   2128.825        0111.7       0111.8       0100.6    
20121003    230000      2456204.447   2128.829        0110.4       0110.4       0099.4    
20121004    170000      2456205.197   2128.857        0108.0       0108.1       0097.2    
20121004    200000      2456205.322   2128.861        0109.5       0109.5       0098.6    
20121004    230000      2456205.447   2128.866        0108.3       0108.3       0097.5    
20121005    170000      2456206.197   2128.893        0107.7       0107.7       0096.9    
20121005    200000      2456206.322   2128.898        0106.2       0106.1       0095.5    
20121005    230000      2456206.447   2128.903        0105.3       0105.2       0094.7    
20121006    170000      2456207.197   2128.930        0101.0       0100.9       0090.8    
20121006    200000      2456207.322   2128.935        0098.8       0098.7       0088.8    
20121006    230000      2456207.447   2128.939        0098.9       0098.8       0088.9    
20121007    170000      2456208.197   2128.967        0098.6       0098.4       0088.6    
20121007    200000      2456208.322   2128.971        0098.1       0097.9       0088.1    
20121007    230000      2456208.447   2128.976        0099.9       0099.7       0089.8    
20121008    170000      2456209.197   2129.003        0103.3       0103.1       0092.8    
20121008    200000      2456209.322   2129.008        0103.4       0103.2       0092.9    
20121008    230000      2456209.447   2129.013        0105.2       0104.9       0094.4    
20121009    170000      2456210.197   2129.040        0105.2       0104.9       0094.4    
20121009    200000      2456210.322   2129.045        0106.2       0105.9       0095.3    
20121009    230000      2456210.447   2129.049        0109.2       0108.9       0098.0    
20121010    170000      2456211.197   2129.077        0112.2       0111.8       0100.7    
20121010    200000      2456211.322   2129.081        0112.0       0111.6       0100.4    
20121010    230000      2456211.447   2129.086        0113.2       0112.8       0101.5    
20121011    170000      2456212.197   2129.113        0115.7       0115.2       0103.7    
20121011    200000      2456212.322   2129.118        0116.6       0116.2       0104.6    
20121011    230000      2456212.447   2129.123        0119.2       0118.7       0106.8    
20121012    170000      2456213.197   2129.150        0121.3       0120.8       0108.7    
20121012    200000      2456213.322   2129.155        0121.9       0121.3       0109.2    
20121012    230000      2456213.447   2129.159        0120.6       0120.0       0108.0    
20121013    170000      2456214.197   2129.187        0124.4       0123.8       0111.4    
20121013    200000      2456214.322   2129.191        0124.9       0124.3       0111.8    
20121013    230000      2456214.447   2129.196        0125.3       0124.6       0112.2    
20121014    170000      2456215.197   2129.223        0133.5       0132.7       0119.5    
20121014    200000      2456215.322   2129.228        0132.1       0131.3       0118.2    
20121014    230000      2456215.447   2129.233        0131.5       0130.7       0117.6    
20121015    170000      2456216.197   2129.260        0137.9       0137.1       0123.3    
20121015    200000      2456216.322   2129.265        0136.8       0135.9       0122.3    
20121015    230000      2456216.447   2129.269        0136.0       0135.1       0121.6    
20121016    170000      2456217.197   2129.297        0139.1       0138.1       0124.3    
20121016    200000      2456217.322   2129.301        0137.0       0136.1       0122.5    
20121016    230000      2456217.447   2129.306        0135.6       0134.7       0121.2    
20121017    170000      2456218.197   2129.333        0136.7       0135.7       0122.2    
20121017    200000      2456218.322   2129.338        0135.0       0134.1       0120.7    
20121017    230000      2456218.447   2129.343        0132.3       0131.3       0118.2    
20121018    170000      2456219.197   2129.370        0136.7       0135.7       0122.1    
20121018    200000      2456219.322   2129.375        0137.6       0136.5       0122.8    
20121018    230000      2456219.447   2129.379        0139.2       0138.1       0124.3    
20121019    170000      2456220.197   2129.407        0142.3       0141.2       0127.0    
20121019    200000      2456220.322   2129.411        0141.4       0140.3       0126.2    
20121019    230000      2456220.447   2129.416        0141.8       0140.6       0126.6    
20121020    170000      2456221.197   2129.443        0145.2       0143.9       0129.5    
20121020    200000      2456221.322   2129.448        0151.4       0150.1       0135.1    
20121020    230000      2456221.447   2129.453        0147.5       0146.1       0131.5    
20121021    170000      2456222.197   2129.480        0141.9       0140.5       0126.5    
20121021    200000      2456222.322   2129.485        0144.2       0142.8       0128.5    
20121021    230000      2456222.447   2129.489        0141.9       0140.5       0126.5    
20121022    170000      2456223.197   2129.517        0148.7       0147.2       0132.5    
20121022    200000      2456223.322   2129.521        0155.5       0153.9       0138.5    
20121022    230000      2456223.447   2129.526        0144.3       0142.8       0128.6    
20121023    170000      2456224.197   2129.553        0144.7       0143.2       0128.9    
20121023    200000      2456224.322   2129.558        0141.6       0140.1       0126.1    
20121023    230000      2456224.447   2129.563        0139.4       0137.9       0124.1    
20121024    170000      2456225.197   2129.590        0136.1       0134.6       0121.1    
20121024    200000      2456225.322   2129.595        0135.6       0134.1       0120.7    
20121024    230000      2456225.447   2129.599        0134.0       0132.5       0119.2    
20121025    170000      2456226.197   2129.627        0132.2       0130.6       0117.6    
20121025    200000      2456226.322   2129.631        0130.0       0128.5       0115.6    
20121025    230000      2456226.447   2129.636        0129.2       0127.7       0114.9    
20121026    170000      2456227.197   2129.663        0134.0       0132.4       0119.2    
20121026    200000      2456227.322   2129.668        0130.7       0129.1       0116.2    
20121026    230000      2456227.447   2129.673        0129.9       0128.3       0115.4    
20121027    170000      2456228.197   2129.700        0122.5       0120.9       0108.8    
20121027    200000      2456228.322   2129.705        0121.7       0120.2       0108.2    
20121027    230000      2456228.447   2129.709        0120.2       0118.7       0106.8    
20121028    170000      2456229.197   2129.737        0117.9       0116.3       0104.7    
20121028    200000      2456229.322   2129.741        0117.0       0115.4       0103.9    
20121028    230000      2456229.447   2129.746        0115.8       0114.3       0102.9    
20121029    170000      2456230.197   2129.773        0109.8       0108.3       0097.5    
20121029    200000      2456230.322   2129.778        0108.4       0106.9       0096.2    
20121029    230000      2456230.447   2129.783        0107.8       0106.3       0095.7    
20121030    170000      2456231.197   2129.810        0106.7       0105.2       0094.6    
20121030    200000      2456231.322   2129.815        0106.3       0104.8       0094.3    
20121030    230000      2456231.447   2129.819        0106.0       0104.5       0094.0    
20121031    170000      2456232.197   2129.847        0102.9       0101.3       0091.2    
20121031    200000      2456232.322   2129.851        0104.2       0102.7       0092.4    
20121031    230000      2456232.447   2129.856        0103.0       0101.4       0091.3    
20121101    180000      2456233.239   2129.885        0098.3       0096.8       0087.1    
20121101    200000      2456233.322   2129.888        0098.4       0096.8       0087.2    
20121101    220000      2456233.406   2129.891        0097.4       0095.9       0086.3    
20121102    180000      2456234.239   2129.922        0096.9       0095.4       0085.8    
20121102    200000      2456234.322   2129.925        0096.5       0094.9       0085.4    
20121102    220000      2456234.406   2129.928        0096.2       0094.7       0085.2    
20121103    180000      2456235.239   2129.958        0093.6       0092.1       0082.9    
20121103    200000      2456235.322   2129.961        0093.3       0091.8       0082.6    
20121103    220000      2456235.406   2129.964        0092.6       0091.1       0082.0    
20121104    180000      2456236.239   2129.995        0095.2       0093.6       0084.2    
20121104    200000      2456236.322   2129.998        0095.0       0093.4       0084.0    
20121104    220000      2456236.406   2130.001        0094.9       0093.3       0084.0    
20121105    180000      2456237.239   2130.032        0095.8       0094.1       0084.7    
20121105    200000      2456237.322   2130.035        0096.6       0094.9       0085.4    
20121105    220000      2456237.406   2130.038        0096.4       0094.7       0085.2    
20121106    180000      2456238.239   2130.068        0100.5       0098.7       0088.8    
20121106    200000      2456238.322   2130.071        0098.7       0096.9       0087.2    
20121106    220000      2456238.406   2130.074        0099.3       0097.5       0087.7    
20121107    180000      2456239.239   2130.105        0102.1       0100.2       0090.2    
20121107    200000      2456239.322   2130.108        0101.7       0099.8       0089.8    
20121107    220000      2456239.406   2130.111        0101.2       0099.3       0089.4    
